Sample.ID,Size,Diet,Genus,Species,Genus.modif,Species.modif,Body size,Museum.ID,Site.Name,Level.Age,Age,age,age estimate,Note.age,Age.Category,Tray,Tray.ID,Weight,d15N,d13C,d13C.enamel,d180.enamel,X.N,X.C,C.N,commnets,analyzed.at.UNM.publication
41229-17418,Small,Herbivore,Sylvilagus,audubonii or floridanus,Sylvilagus,,1173,TMM,Hall's Cave,145-150,,,10351,,Holocene,2,B6,0.575,4,-19.1,,,14,40.3,2.9,,x
41229-17454,Small,Herbivore,Sylvilagus,audubonii or floridanus,Sylvilagus,,1173,TMM,Hall's Cave,155-160,,,11010,,Pleistocene,3,A8,0.594,7,-19.1,,,10.8,31.7,2.9,,x
41229-17081,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,050-055,,,4093,,Holocene,2,D2,0.519,5.3,-19.1,,,13.5,39.9,2.9,,x
41229-17191,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,080-085,,,6069,,Holocene,3,B8,0.515,4.5,-19.1,,,13.4,38.2,2.9,,x
41229-17325,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,125-130,,,9033,,Holocene,3,B11,0.528,6.7,-19.1,,,14.9,42.1,2.8,,x
908-2182,Large,Herbivore,Antilocapra,americana,Antilocapra,americana,46083,TMM,Kincaid Shelter,"Zone Unknown, Square G-H, 4-5",,,,,,5,G6,0.519,6.9,-19.1,,,15.4,43.6,2.8,,x
804-110,Large,Herbivore,Odocoileus,sp.,Odocoileus,sp.,55509,TMM,Montell Shelter,"Zone 2, trench 6, 6"" to 15""",Pleistocene,,21000,,Pleistocene,5,D10,0.578,5.4,-19.1,,,16,44.4,2.8,,x
41229-2918,,NA,NA,,,,,TMM,NA,NA,,,0,,Modern,2,H1,0.57,4.9,-19.1,,,15.4,43.2,2.8,,x
43202-79,Large,Carnivore,Canis,familiaris,Canis,familiaris/latrans,13406,TMM,Ranny Creek Cave,Lower part excavated summer 1930,,,5000,,Holocene,1,F1,0.513,8.3,-19.1,,,14.8,45.3,3.1,,x
43202-77,Large,Carnivore,Canis,familiaris,Canis,familiaris/latrans,13406,TMM,Ranny Creek Cave,Lower part excavated summer 1930,,,5000,,Holocene,1,D10,0.411,8.4,-19.1,,,13.6,44.5,3.3,,x
40541-1232,Large,Herbivore,Antilocapra,americana,Antilocapra,americana,46083,TMM,Starveout Cave,,,,,,,4,D4,0.561,5,-19.1,,,15.9,44.8,2.8,,x
908-3829,Large,Herbivore,Antilocapra,americana,Antilocapra,americana,46083,TMM,Kincaid Shelter,"Zone 5?6, Square C-D, 5-6",Holocene,,7000,,Holocene,5,A9,0.532,7.4,-19,,,15.7,45.8,2.9,,x
908-3833,Large,Herbivore,Odocoileus,sp.,Odocoileus,sp.,55509,TMM,Kincaid Shelter,Pleistocene - Rancholabrean,Holocene,,,,,2,B5,0.297,7.9,-19,,,15.8,44.8,2.8,,x
41229-645,Large,Herbivore,Odocoileus,sp.,Odocoileus,sp.,55509,TMM,Hall's Cave,055-060,,,4422,,Holocene,4,E6,0.531,7.1,-18.9,,,15.9,45.1,2.8,,x
41229-9989,Small,Herbivore,Sylvilagus,audubonii or floridanus,Sylvilagus,,1173,TMM,Hall's Cave,045-050,,,3434,,Holocene,2,B9,0.562,4.6,-18.9,,,16,45.6,2.8,,x
41229-2729,Large,Carnivore,Ursus,sp.,Ursus,americanus,99949,TMM,Hall's Cave,East of Pit 1; approximately 153 cm,,,10680,,Pleistocene,5,E5,0.532,5.4,-18.9,,,11.4,34,3,,x
908-2017,Large,Herbivore,Antilocapra,americana,Antilocapra,americana,46083,TMM,Kincaid Shelter,"Zone 6, Square A-G, 7-8",,,3000,,Holocene,4,F10,0.514,6.5,-18.9,,,15.7,44.7,2.8,,x
40541-110,Large,Herbivore,Antilocapra,americana,Antilocapra,americana,46083,TMM,Starveout Cave,,,,,,,5,E7,0.58,5.8,-18.9,,,15.5,43.3,2.8,,x
41229-3539,Large,Carnivore,Felis,weidii or yagouarondi,Felis,weidii or yagouarondi,3583,TMM,Hall's Cave,175-180,,,11998,,Pleistocene,5,C5,0.56,12.7,-18.8,,,14.8,42.6,2.9,,x
41229-17422,Small,Herbivore,Sylvilagus,audubonii or floridanus,Sylvilagus,,1173,TMM,Hall's Cave,145-150,,,10351,,Holocene,2,C7,0.595,4,-18.8,,,13.8,40.3,2.9,,x
41229-17289,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,115-120,,,8375,,Holocene,2,B10,0.574,5.8,-18.8,,,14.8,43,2.9,,x
41229-9826,Small,Carnivore,Urocyon or Vulpes,,Urocyon or Vulpes,,4132,TMM,Hall's Cave,195-200,,,13645,,Pleistocene,1,E8,0.509,6.8,-18.8,,,16.2,43.6,2.7,,x
908-263,Large,Herbivore,Odocoileus,sp.,Odocoileus,sp.,55509,TMM,Kincaid Shelter,"Zone 6, Square A-B, 7-8",,,3000,,Holocene,6,A11,0.532,6.9,-18.8,,,14.1,42.1,3,,x
41229-11182,Large,Carnivore,Canis,sp.,Canis,sp.,37000,TMM,Hall's Cave,215-220,,,15095,,Pleistocene,1,D7,0.527,5,-18.7,,,15.1,42.3,2.8,,x
41229-URSUS-11754,Large,Carnivore,Ursus,americanus?,Ursus,americanus,99949,TMM,Halls Cave,NA,Pleistocene,18984,18984,,Pleistocene,1,G12,0.5,3.7,-18.7,,,17.1,45.6,2.7,,x
908-4201,Large,Herbivore,Antilocapra,,Antilocapra,sp.,46083,TMM,Kincaid Shelter,previously numbered -3,NA,,,,,2,B7,0.292,6.4,-18.7,,,17,47.2,2.8,,x
908-3997,Large,Herbivore,Odocoileus,sp.,Odocoileus,sp.,55509,TMM,Kincaid Shelter,Disturbed Fill,,,,,,5,D1,0.589,NA,-18.7,,,0.6,5.8,9,,x
933-3955,Large,Carnivore,Smilodon,floridanus,Smilodon,fatalis,400000,TMM,Friesenhahn Cave,,,,21000,,Pleistocene,5,G3,0.512,11.5,-18.6,,,6.2,23.1,3.7,,x
41229-5921,Small,Herbivore,Sylvilagus,audubonii or floridanus,Sylvilagus,,1173,TMM,Hall's Cave,050-055,,,4093,,Holocene,2,B5,0.563,6.6,-18.6,,,14.3,44.4,3.1,,x
41229-2594,Small,Herbivore,Sylvilagus,audubonii or floridanus,Sylvilagus,,1173,TMM,Hall's Cave,105-110,,,7716,,Holocene,2,H2,0.553,6.4,-18.6,,,13.8,42.6,3.1,,x
41229-17087,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,050-055,,,4093,,Holocene,3,D7,0.561,7.6,-18.6,,,14.8,42.1,2.8,,x
41229-16974,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,010-015,,,1458,,Holocene,2,A9,0.535,5.7,-18.5,,,15.3,44,2.9,,x
41229-17040,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,020-025,,,2116,,Holocene,3,C1,0.564,3.7,-18.5,,,14.9,42.4,2.8,,x
41229-17244,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,095-100,,,7057,,Holocene,3,F4,0.549,5.5,-18.5,,,15.2,43.5,2.9,,x
41229-17272,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,105-110,,,7716,,Holocene,2,E2,0.592,7.5,-18.5,,,13.5,39.1,2.9,,x
908-4199,Large,Herbivore,Antilocapra,,Antilocapra,sp.,46083,TMM,Kincaid Shelter,NA,NA,,,,,1,F8,0.6,8.7,-18.5,,,15.6,44.6,2.9,,x
908-1879,Large,Herbivore,Odocoileus,sp.,Odocoileus,sp.,55509,TMM,Kincaid Shelter,"Zone 6, Square A-G, 6-7",,,3000,,Holocene,4,B6,0.552,7.7,-18.5,,,15.8,44.2,2.8,,x
908-3950,Large,Herbivore,Odocoileus,sp.,Odocoileus,sp.,55509,TMM,Kincaid Shelter,Disturbed Fill,Holocene,,,,,5,B7,0.522,7.9,-18.5,,,16.2,46.2,2.8,,x
43136-1,Large,Herbivore,Odocoileus,sp.,Odocoileus,sp.,55509,TMM,NA,NA,NA,NA,NA,,,1,H10,0.556,7.7,-18.5,,,15.4,44.5,2.9,,x
41229-866,Small,Herbivore,Sylvilagus,audubonii or floridanus,Sylvilagus,,1173,TMM,Hall's Cave,015-020,,,1787,,Holocene,2,D1,0.53,4.6,-18.4,,,15.4,44.3,2.9,,x
41229-17038,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,020-025,,,2116,,Holocene,2,B7,0.579,4.8,-18.4,,,15.7,43.2,2.8,,x
41229-17066,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,045-050,,,3434,,Holocene,3,E4,0.558,6.3,-18.4,,,13.2,39.5,3,,x
41229-10810,Large,Herbivore,Odocoileus,sp.,Odocoileus,sp.,55509,TMM,Halls Cave,NA,NA,,,,,1,H9,0.544,10.3,-18.4,,,14.6,41.5,2.8,,x
908-3991,Large,Herbivore,Odocoileus,sp.,Odocoileus,sp.,55509,TMM,Kincaid Shelter,previously numbered -3,NA,,,,,2,B1,0.297,6.3,-18.4,,,17.1,47.2,2.8,,x
908-2442,Small,Carnivore,Procyon,lotor,Procyon,lotor,5525,TMM,Kincaid Shelter,"Zone 4, Square A-G, 5-6",,,11000,,Pleistocene,4,D10,0.524,9.2,-18.4,,,14.4,44.7,3.1,,x
41229-1596,Small,Herbivore,Sylvilagus,audubonii or floridanus,Sylvilagus,,1173,TMM,Hall's Cave,025-030,,,2446,,Holocene,2,F12,0.594,5.6,-18.3,,,16.4,45.7,2.8,,x
41229-2896,Small,Herbivore,Sylvilagus,audubonii or floridanus,Sylvilagus,,1173,TMM,Hall's Cave,030-035,,,2775,,Holocene,3,F5,0.554,5.9,-18.3,,,14.1,40.5,2.9,,x
41229-17033,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,020-025,,,2116,,Holocene,2,A7,0.574,4.4,-18.3,,,16.1,46,2.8,,x
41229-17290,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,115-120,,,8375,,Holocene,2,H5,0.591,6.2,-18.3,,,14.8,43.3,2.9,,x
41229-675,Large,Herbivore,Odocoileus,sp.,Odocoileus,sp.,55509,TMM,Halls Cave,Pit 1B,Holocene,7880.5,7880.5,,Holocene,2,B8,0.282,5.7,-18.3,,,15.2,44.1,2.9,,x
41229-676,Large,Herbivore,Odocoileus,sp.,Odocoileus,sp.,55509,TMM,Halls Cave,Pit 1B,Holocene,7880.5,7880.5,,Holocene,2,B9,0.298,5.8,-18.3,,,16,46.8,2.9,,x
908-3837,Large,Herbivore,Odocoileus,sp.,Odocoileus,sp.,55509,TMM,Kincaid Shelter,"Zone 6, Square E-F, 3-4",,,3000,,Holocene,4,E8,0.543,7.8,-18.3,,,15,43.6,2.9,,x
40450-1607,Small,Carnivore,Lynx,rufus,Lynx,sp.,17950,TMM,Cave Without A Name,Pleistocene,,,13000,,Pleistocene,6,B3,0.524,6.3,-18.2,,,13.1,39.1,3,,x
41229-10265,Small,Herbivore,Sylvilagus,audubonii or floridanus,Sylvilagus,,1173,TMM,Hall's Cave,240-245,,,16273,,Pleistocene,2,F10,0.59,8.6,-18.2,,,12.6,36.9,2.9,,x
41229-17157,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,060-065,,,4751,,Holocene,3,D12,0.585,4.9,-18.2,,,15.3,41.9,2.7,,x
41229-17173,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,070-075,,,5410,,Holocene,2,A1,0.552,3.2,-18.2,,,13.3,39.2,2.9,,x
908-1164,Small,Carnivore,Procyon,lotor,Procyon,lotor,5525,TMM,Kincaid Shelter,"Zone 5, Square D-E, 1-2, #506",,,7000,,Holocene,4,G9,0.228,8.1,-18.2,,,7.4,28,3.8,,x
908-2181,Large,Carnivore,Puma,concolor,Puma,concolor,51600,TMM,Kincaid Shelter,"Zone Unknown, Square G-H, 4-5, #515",,,,,,5,F12,0.574,8.2,-18.2,,,15.1,42.5,2.8,,x
567403,Large,Carnivore,Canidae,modern,Canidae,modern,,TMM,NA,NA,,,0,,Modern,1,G11,0.575,12.7,-18.2,,,15.1,46.3,3.1,,x
40450-1604,Small,Carnivore,Lynx,rufus,Lynx,sp.,17950,TMM,Cave Without A Name,Pleistocene (disturbed),,,13000,,Pleistocene,4,F4,0.549,6.2,-18.1,,,15.8,45.3,2.9,,x
41229-5922,Small,Herbivore,Sylvilagus,audubonii or floridanus,Sylvilagus,,1173,TMM,Hall's Cave,050-055,,,4093,,Holocene,2,C5,0.538,6.6,-18.1,,,14.8,44.8,3,,x
41229-4998,Small,Herbivore,Sylvilagus,audubonii or floridanus,Sylvilagus,,1173,TMM,Hall's Cave,120-125,,,8704,,Holocene,3,F3,0.537,7.2,-18.1,,,14.3,40.4,2.8,,x
41229-17032,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,020-025,,,2116,,Holocene,2,D8,0.567,3.7,-18.1,,,15.6,45.5,2.9,,x
41229-17042,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,020-025,,,2116,,Holocene,3,E8,0.511,6,-18.1,,,16.1,45.4,2.8,,x
41229-17256,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,100-105,,,7386,,Holocene,3,H1,0.519,5,-18.1,,,11.7,36.2,3.1,,x
908-403,Large,Herbivore,Odocoileus,sp.,Odocoileus,sp.,55509,TMM,Kincaid Shelter,"Zone 5, Square G-H, 5-6",,,7000,,Holocene,4,E7,0.536,8.1,-18.1,,,15.1,44.6,3,,x
908-3925,Large,Herbivore,Odocoileus,sp.,Odocoileus,sp.,55509,TMM,Kincaid Shelter,"prev. numbered 2, undisturbed fill",Pleistocene,,,,,2,B6,0.281,8,-18.1,,,16.4,45.4,2.8,,x
40541-112,Large,Herbivore,Antilocapra,americana,Antilocapra,americana,46083,TMM,Starveout Cave,,,,,,,4,A8,0.594,5.2,-18.1,,,15.8,43.6,2.8,,x
41229-17416,Small,Herbivore,Sylvilagus,audubonii or floridanus,Sylvilagus,,1173,TMM,Hall's Cave,145-150,,,10351,,Holocene,3,F8,0.587,4.9,-18,,,11.4,34,3,,x
41229-17172,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,070-075,,,5410,,Holocene,2,G6,0.593,5.7,-18,,,12,36.4,3,,x
41229-17276,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,110-115,,,8045,,Holocene,2,B2,0.554,5.7,-18,,,16.5,46.3,2.8,,x
41229-17314,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,120-125,,,8704,,Holocene,2,F11,0.584,5.1,-18,,,15.9,44.3,2.8,,x
41229-SPILO-1021,Small,Carnivore,Spilogale,,Spilogale,sp.,341,TMM,Halls Cave,NA,Holocene,11833,11833,,Pleistocene,1,G9,0.58,11.4,-18,,,8,23,2.9,,x
41229-16978,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,010-015,,,1458,,Holocene,2,E10,0.522,4.2,-17.9,,,15.2,44,2.9,,x
41229-17116,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,055-060,,,4422,,Holocene,2,B11,0.574,4.8,-17.9,,,14.7,42.4,2.9,,x
41229-17142,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,060-065,,,4751,,Holocene,2,G1,0.567,3.8,-17.9,,,14.5,42.2,2.9,,x
41229-17151,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,060-065,,,4751,,Holocene,3,D5,0.553,5,-17.9,,,14.7,42.2,2.9,,x
41229-17154,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,060-065,,,4751,,Holocene,2,G9,0.576,6,-17.9,,,15.6,45.7,2.9,,x
41229-17254,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,100-105,,,7386,,Holocene,2,C1,0.584,5.3,-17.9,,,15.6,44.6,2.9,,x
908-2280,Large,Herbivore,Odocoileus,sp.,Odocoileus,sp.,55509,TMM,Kincaid Shelter,"Zone 6, Square J-K, 4-5",Holocene,,3000,,Holocene,5,C6,0.543,5.9,-17.9,,,9.1,26,2.9,,x
908-330,Large,Herbivore,Odocoileus,sp.,Odocoileus,sp.,55509,TMM,Kincaid Shelter,"Zone 6, Square A-B, 8-9",Holocene,,3000,,Holocene,5,C5,0.572,7.3,-17.9,,,15.4,44.4,2.9,,x
567408,Large,Carnivore,Canidae,modern,Canidae,modern,,TMM,NA,NA,,,0,,Modern,1,G3,0.565,9.7,-17.9,,,16.4,44.5,2.7,,x
40450-617,Small,Carnivore,Lynx,rufus,Lynx,sp.,17950,TMM,Cave Without A Name,,,,13000,,Pleistocene,5,E10,0.536,5.7,-17.8,,,12.7,37.4,2.9,,x
41229-17026,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,020-025,,,2116,,Holocene,2,B8,0.538,4.1,-17.8,,,16.6,47.6,2.9,,x
41229-17235,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,090-095,,,6728,,Holocene,3,G3,0.571,6.2,-17.8,,,13.4,40.3,3,,x
41229-UR-AM--2731,Large,Carnivore,Ursus,americanus,Ursus,americanus,99949,TMM,Halls Cave,NA,Pleistocene,15684,15684,,Pleistocene,1, H1,0.578,5.1,-17.8,,,16.3,44.6,2.7,,x
41229-FELIDAE-10420,Large,Carnivore,Felidae,,,,,TMM,Halls Cave,NA,Pleistocene,13150.5,13150.5,,Pleistocene,1,G1,0.559,9.9,-17.8,,,14.1,40.7,2.9,,x
220-27,Large,Carnivore,Canis,sp.,Canis,sp.,37000,TMM,Jess Cox Ranch,,,,5000,,Holocene,1,B7,0.461,10.5,-17.8,,,15.5,43.6,2.8,,x
43133-1413,Large,Carnivore,Canis,latrans,Canis,latrans,13406,TMM,Bering Sinkhole,,,,4950,,Holocene,1,C2,0.559,7.2,-17.7,,,15,43.3,2.9,,x
41229-15781,Large,Carnivore,Canis,lupus (?),Canis,lupus,37000,TMM,Hall's Cave,065-070,,,5081,,Holocene,1,C1,0.518,6.3,-17.7,,,15.2,43.4,2.9,,x
41229-17689,Small,NA,Sorex,,Sorex,,13,TMM,Hall's Cave,130-135,,,9363,,Holocene,5,D10,0.585,10.1,-17.7,,,14.2,40.7,2.9,,x
41229-16997,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,015-020,,,1787,,Holocene,3,G10,0.548,4.6,-17.7,,,17,49.3,2.9,,x
41229-16992,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,015-020,,,1787,,Holocene,3,G5,0.565,4.7,-17.7,,,14.8,45,3,,x
41229-17024,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,020-025,,,2116,,Holocene,2,C6,0.556,3.8,-17.7,,,13.9,42.5,3.1,,x
41229-17052,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,035-040,,,3104,,Holocene,3,A10,0.58,5.2,-17.7,,,14.1,42.4,3,,x
908-3832,Large,Herbivore,Odocoileus,sp.,Odocoileus,sp.,55509,TMM,Kincaid Shelter,"Zone 6, Square A-B, 1-2",,,3000,,Holocene,5,H8,0.525,6.9,-17.7,,,15.6,43.7,2.8,,x
73087380-,,NA,NA,,,,,TMM,NA,NA,,,,,,5,D7,0.543,8.7,-17.7,,,14,41.7,3,,x
41229-7442,Small,Herbivore,Sylvilagus,audubonii or floridanus,Sylvilagus,,1173,TMM,Hall's Cave,065-070,,,5081,,Holocene,2,G7,0.536,5.2,-17.6,,,15.3,44.2,2.9,,x
41229-17063,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,045-050,,,3434,,Holocene,3,B10,0.513,4.1,-17.6,,,14.6,42.6,2.9,,x
41229-17176,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,075-080,,,5739,,Holocene,3,E9,0.587,6.6,-17.6,,,13.8,39.9,2.9,,x
41229-699,Large,Carnivore,Canidae,,,,,TMM,Hall's Cave,010-015,,,1458,,Holocene,1,B3,0.585,9.5,-17.6,,,15.8,44.1,2.8,,x
41229-MUSTELID-15779,Small,Carnivore,Mustelidae,,Mustelidae,sp.,2.16732,TMM,Halls Cave,NA,Holocene,11174.5,11174.5,,Pleistocene,1,G8,0.558,10.3,-17.6,,,15.4,42.1,2.7,,x
908-4179,Small,Carnivore,Lynx,rufus,Lynx,sp.,17950,TMM,Kincaid Shelter,disturbed fill #169,,,,,,5,E12,0.589,7.9,-17.6,,,15.8,44.1,2.8,,x
908-709,Large,Herbivore,Odocoileus,sp.,Odocoileus,sp.,55509,TMM,Kincaid Shelter,"Zone 6, Square B-C, 5-6",,,3000,,Holocene,5,E9,0.56,6.6,-17.6,,,15.5,43.7,2.8,,x
567398,Large,Carnivore,Canidae,modern,Canidae,modern,,TMM,NA,NA,,,0,,Modern,1,G10,0.523,11,-17.6,,,15.3,45.2,3,,x
41229-863,Small,Herbivore,Sylvilagus,audubonii or floridanus,Sylvilagus,,1173,TMM,Hall's Cave,015-020,,,1787,,Holocene,2,E3,0.531,4.6,-17.5,,,15.6,45,2.9,,x
41229-17039,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,020-025,,,2116,,Holocene,2,G12,0.523,6.2,-17.5,,,15.8,44.4,2.8,,x
41229-17120,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,055-060,,,4422,,Holocene,2,F5,0.599,4,-17.5,,,15.8,44.7,2.8,,x
41229-17118,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,055-060,,,4422,,Holocene,2,D3,0.567,5.5,-17.5,,,15.2,44.5,2.9,,x
41229-17118,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,055-060,,,4422,,Holocene,2,D3,0.567,5.5,-17.5,,,15.2,44.5,2.9,,x
908-1672,Large,Herbivore,Odocoileus,sp.,Odocoileus,sp.,55509,TMM,Kincaid Shelter,"Zone 5, Square A-G, 1-2",Holocene,,7000,,Holocene,5,C8,0.564,7.5,-17.5,,,15.7,45.1,2.9,,x
567409,Large,Carnivore,Canidae,modern,Canidae,modern,,TMM,NA,NA,,,0,,Modern,1,G4,0.517,11.4,-17.5,,,16.2,44.5,2.8,,x
567385,Large,Carnivore,Canidae,modern,Canidae,modern,,TMM,NA,NA,,,0,,Modern,1,G5,0.548,12.7,-17.5,,,14.6,44.7,3.1,,x
30967-395,Large,Herbivore,Mammut,sp.,Mammut,sp.,7800000,TMM,Ingleside,,Pleistocene,,30000,,Pleistocene,,,,,-17.4,-10.6,,,,2.9,,NA
41229-7936,Small,Herbivore,Sylvilagus,audubonii or floridanus,Sylvilagus,,1173,TMM,Hall's Cave,020-025,,,2116,,Holocene,3,C4,0.553,4.8,-17.4,,,15.5,42.6,2.8,,x
41229-14048,Small,Herbivore,Sylvilagus,audubonii or floridanus,Sylvilagus,,1173,TMM,Hall's Cave,060-065,,,4751,,Holocene,2,C4,0.574,5.4,-17.4,,,14.8,44.2,3,,x
41229-17076,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,050-055,,,4093,,Holocene,2,E9,0.504,3.8,-17.4,,,13.2,38.6,2.9,,x
41229-17091,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,050-055,,,4093,,Holocene,2,H11,0.566,4,-17.4,,,14.9,43.5,2.9,,x
908-3476,Small,Carnivore,Lynx,rufus,Lynx,sp.,17950,TMM,Kincaid Shelter,"ZONE 5, SQUARE A-B, 0-1",,,7000,,Holocene,4,E5,0.55,10,-17.4,,,3.5,16.7,4.8,,x
933-2156,Large,Carnivore,Arctodus,simus,Arctodus,simus,720000,TMM,Friesenhahn Cave,NA,Pleistocene,21000,21000,From Toomey: 21ka,Pleistocene,1,F11,0.477,7.6,-17.3,,,8.8,30.9,3.5,,x
41229-7646,Small,Herbivore,Sylvilagus,audubonii or floridanus,Sylvilagus,,1173,TMM,Hall's Cave,040-045,,,3434,,Holocene,3,G8,0.544,5.1,-17.3,,,2.9,11.8,4.1,,x
40450-1608,Large,Carnivore,Canis,latrans,Canis,latrans,13406,TMM,Cave without a Name,N/A,,,13000,,Pleistocene,5,G9,0.508,8.1,-17.2,,,13.2,39.4,3,,x
41229-17230,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,090-095,,,6728,,Holocene,2,H12,0.562,4.8,-17.2,,,14.3,43.9,3.1,,x
41229-1001,Large,Herbivore,Odocoileus,sp.,Odocoileus,sp.,55509,TMM,Halls Cave,NA,Holocene,6233.5,6233.5,,Holocene,1,H3,0.518,7.3,-17.2,,,16.2,44.7,2.8,,x
908-858,Small,Carnivore,Mephitis,mephitis,Mephitis,sp.,2085,TMM,Kincaid Shelter,"Zone 6, Square B-C, 8-9, #208",,,3000,,Holocene,4,G3,0.53,11,-17.2,,,13.9,42.5,3,,x
41229-697,Large,Carnivore,Canis,cf. latrans,Canis,latrans,13406,TMM,Hall's Cave,050-055,,,4093,,Holocene,1,F8,0.635,8.1,-17.1,,,16.1,42.8,2.7,,x
41229-17083,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,050-055,,,4093,,Holocene,2,F1,0.515,4,-17.1,,,14.3,42.7,3,,x
908-3839,Large,Herbivore,Odocoileus,sp.,Odocoileus,sp.,55509,TMM,Kincaid Shelter,"Zone 6, Square C-D, 7-8",,,3000,,Holocene,5,C9,0.556,6.1,-17.1,,,15.5,44,2.8,,x
908-4344,Small,Carnivore,Procyon,lotor,Procyon,lotor,5525,TMM,Kincaid Shelter,"Disturbed Fill, #396",,,,,,4,C10,0.538,9.8,-17.1,,,10.8,33.9,3.1,,x
43202-5,Large,Carnivore,Canis,familiaris/latrans,Canis,familiaris/latrans,13406,TMM,Ranny Creek Cave,"General midden, amature backdirt piles",,,5000,,Holocene,1,B10,0.555,7.5,-17.1,,,15.7,43.2,2.8,,x
41229-10778,Large,Carnivore,Canis,familiaris/latrans,Canis,familiaris/latrans,13406,TMM,Hall's Cave,050-055,,,4093,,Holocene,1,A7,0.56,10.5,-17,,,15.9,43.6,2.7,,x
41229-9806,Small,Herbivore,Sylvilagus,audubonii or floridanus,Sylvilagus,,1173,TMM,Hall's Cave,050-055,,,4093,,Holocene,3,E2,0.526,4.6,-17,,,16,45.4,2.8,,x
41229-17056,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,045-050,,,3434,,Holocene,2,G4,0.57,5.7,-17,,,14,40.9,2.9,,x
41229-17086,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,050-055,,,4093,,Holocene,3,B1,0.519,5.6,-17,,,14.4,40.7,2.8,,x
41229-17179,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,075-080,,,5739,,Holocene,3,C12,0.521,5.4,-17,,,16.3,43.3,2.7,,x
41229-17234,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,090-095,,,6728,,Holocene,3,C9,0.544,4.7,-17,,,15.7,43.8,2.8,,x
