Sample.ID,Sample.ID2,Size,Diet,Genus,Species,Genus.modif,Species.modif,Group,Body size,Museum.ID,Site.Name,Latitude,Longitude ,Cluster,Cluster.2,Level.Age,Age,age,age estimate,Note.age,Age.Category,Extinction level,Survivor,Trophic level,Tray,Tray.ID,Weight,d15N,d13C,d13C.enamel,d180.enamel,d.180.enamelVPD,X.N,X.C,C.N,commnets,analyzed.at.UNM.publication,Amino Acid 
40450-2554,40450-2554,Large,Herbivore,Bison,sp.,Bison,sp.,Bison,579255,TMM,Cave Without A Name,29.88,-98.62,Cluster 5,Cluster 4,Late Pleistocene,Terminal.Pleistocene,13000,13000,assigned 13ka,Pleistocene,Pre-Extinction,Survivor,Pre extinction herb,5,B2,0.535,9.1,-9.9,,,,10.6,32.2,3,,x,X
40450-2560,40450-2560,Large,Herbivore,Bison,sp.,Bison,sp.,Bison,579255,TMM,Cave Without A Name,29.88,-98.62,Cluster 5,Cluster 4,Late Pleistocene,Terminal.Pleistocene,13000,13000,assigned 13ka,Pleistocene,Pre-Extinction,Survivor,Pre extinction herb,5,B1,0.591,8.9,-14.1,,,,4.6,13.8,3,,x,X
40450-437,40450-437,Large,Herbivore,Bison,sp.,Bison,sp.,Bison,579255,TMM,Cave Without A Name,29.88,-98.62,Cluster 5,Cluster 4,Late Pleistocene,Terminal.Pleistocene,13000,13000,assigned 13ka,Pleistocene,Pre-Extinction,Survivor,Pre extinction herb,5,D7,0.526,9.3,-10.8,,,,5.7,17.4,3.1,,x,
40450-2552,40450-2552,Large,Herbivore,Bison,sp.,Bison,sp.,Bison,579255,TMM,Cave Without A Name,29.88,-98.62,Cluster 5,Cluster 4,Late Pleistocene,,,13000,,Pleistocene,Pre-Extinction,Survivor,Pre extinction herb,5,F5,0.543,9.6,-11.4,,,,7.6,25.4,3.3,,x,
40450-1976,40450-1976,Large,Herbivore,Bison,sp.,Bison,sp.,Bison,579255,TMM,Cave Without A Name,29.88,-98.62,Cluster 5,Cluster 4,Late Pleistocene,,,13000,,Pleistocene,Pre-Extinction,Survivor,Pre extinction herb,,,,,-12.5,-5.7,,0,,,0,,,
TMM-40450-585,40450-585,Large,Herbivore,Bison,sp.,Bison,sp.,Bison,579255,TMM,Cave Without A Name,29.88,-98.62,Cluster 5,Cluster 4,,,,13000,,Pleistocene,Pre-Extinction,Survivor,Pre extinction herb,,,,,-10.61,-3.81,28.02,-2.75,,,0,,Koch.2004,
TMM-933-3285,933-3285,Large,Herbivore,Bison,sp.,Bison,sp.,Bison,579255,TMM,Friesenhahn Cave,29.62,-98.37,Cluster 5,Cluster 4,,,,18500,used mid-point age,Pleistocene,Pre-Extinction,Survivor,Pre extinction herb,,,,,-9.57,-2.77,28.51,-2.28,,,0,,Koch.2004,
TMM-933-2198,933-2198,Large,Herbivore,Bison,sp.,Bison,sp.,Bison,579255,TMM,Friesenhahn Cave,29.62,-98.37,Cluster 5,Cluster 4,,,,18500,used mid-point age,Pleistocene,Pre-Extinction,Survivor,Pre extinction herb,,,,,-8.9,-2.1,30.98,0.12,,,0,,Koch.2004,
TMM-933-3525,933-3525,Large,Herbivore,Bison,sp.,Bison,sp.,Bison,579255,TMM,Friesenhahn Cave,29.62,-98.37,Cluster 5,Cluster 4,,,,18500,used mid-point age,Pleistocene,Pre-Extinction,Survivor,Pre extinction herb,,,,,-8.78,-1.98,29.06,-1.75,,,0,,Koch.2004,
TMM-933-3002,933-3002,Large,Herbivore,Bison,sp.,Bison,sp.,Bison,579255,TMM,Friesenhahn Cave,29.62,-98.37,Cluster 5,Cluster 4,,,,18500,used mid-point age,Pleistocene,Pre-Extinction,Survivor,Pre extinction herb,,,,,-7.9,-1.1,29.4,-1.42,,,0,,Koch.2004,
TMM-933-3390,933-3390,Large,Herbivore,Bison,sp.,Bison,sp.,Bison,579255,TMM,Friesenhahn Cave,29.62,-98.37,Cluster 5,Cluster 4,,,,18500,used mid-point age,Pleistocene,Pre-Extinction,Survivor,Pre extinction herb,,,,,-6.49,0.31,28.99,-1.81,,,0,,Koch.2004,
908-4353,908-4353,Large,Herbivore,Bison,sp.,Bison,sp.,Bison,579255,TMM,Kincaid Shelter,29.37,-99.47,Cluster 5,Cluster 4,Disturbed Fill,,,,,,,Survivor,,4,A2,0.561,6.5,-11.5,,,,12.9,37.1,2.9,,x,
908-343,908-343,Large,Herbivore,Bison,sp.,Bison,sp.,Bison,579255,TMM,Kincaid Shelter,29.37,-99.47,Cluster 5,Cluster 4,NA,NA,,,,,,Survivor,,1,F3,0.537,5.4,-10.8,,,,14.9,44.4,3,,x,
908-3841,908-3841,Large,Herbivore,Bison,sp.,Bison,sp.,Bison,579255,TMM,Kincaid Shelter,29.37,-99.47,Cluster 5,Cluster 4,Test Pit 5,,,,,,,Survivor,,5,E1,0.557,5.8,-8.5,,,,15.1,43.8,2.9,,x,
908-3474,908-3474,Large,Herbivore,Bison,sp.,Bison,sp.,Bison,579255,TMM,Kincaid Shelter,29.37,-99.47,Cluster 5,Cluster 4,Test pit 5,NA,,,,,,Survivor,,5,A11,0.544,7.2,-11.2,,,,14.6,43.8,3,,x,
908-1089,908-1089,Large,Herbivore,Bison,sp.,Bison,sp.,Bison,579255,TMM,Kincaid Shelter,29.37,-99.47,Cluster 5,Cluster 4,"Zone 5?6, Square C-D, 5-6",,,7000,,Holocene,Post-Extinction,Survivor,Post extinction herb,4,B9,0.552,5.6,-9.2,,,,15.3,43.1,2.8,,x,
908-3438,908-3438,Large,Herbivore,Bison,sp.,Bison,sp.,Bison,579255,TMM,Kincaid Shelter,29.37,-99.47,Cluster 5,Cluster 4,"Zone 5?6, Square C-D, 7-8",,,7000,,Holocene,Post-Extinction,Survivor,Post extinction herb,6,B2,0.519,6.7,-9.9,,,,13.9,42.1,3,,x,
908-248,908-248,Large,Herbivore,Bison,sp.,Bison,sp.,Bison,579255,TMM,Kincaid Shelter,29.37,-99.47,Cluster 5,Cluster 4,"Zone 6, Square A-B, 7-8",,,3000,,Holocene,Post-Extinction,Survivor,Post extinction herb,4,B5,0.567,6.1,-11.3,,,,16.2,45.8,2.8,,x,
908-259,908-259,Large,Herbivore,Bison,sp.,Bison,sp.,Bison,579255,TMM,Kincaid Shelter,29.37,-99.47,Cluster 5,Cluster 4,"Zone 6, Square A-B, 7-8",,,3000,,Holocene,Post-Extinction,Survivor,Post extinction herb,4,D11,0.527,5.5,-10,,,,15.4,44.5,2.9,,x,
908-250,908-250,Large,Herbivore,Bison,sp.,Bison,sp.,Bison,579255,TMM,Kincaid Shelter,29.37,-99.47,Cluster 5,Cluster 4,"Zone 6, Square A-B, 7-8",,,3000,,Holocene,Post-Extinction,Survivor,Post extinction herb,4,E9,0.545,6.9,-11.8,,,,14.8,44,3,,x,
908-1937,908-1937,Large,Herbivore,Bison,sp.,Bison,sp.,Bison,579255,TMM,Kincaid Shelter,29.37,-99.47,Cluster 5,Cluster 4,"Zone 6, Square A-G, 6-7",Holocene,,3000,,Holocene,Post-Extinction,Survivor,Post extinction herb,5,C4,0.531,5.3,-10,,,,15.4,45.4,2.9,,x,X
908-2003,908-2003,Large,Herbivore,Bison,sp.,Bison,sp.,Bison,579255,TMM,Kincaid Shelter,29.37,-99.47,Cluster 5,Cluster 4,"Zone 6, Square A-G, 7-8",,,3000,,Holocene,Post-Extinction,Survivor,Post extinction herb,5,E8,0.523,6.4,-11.3,,,,15.2,43.9,2.9,,x,
908-3850,908-3850,Large,Herbivore,Bison,sp.,Bison,sp.,Bison,579255,TMM,Kincaid Shelter,29.37,-99.47,Cluster 5,Cluster 4,"Zone 6, Square A-G, 8-9",,,3000,,Holocene,Post-Extinction,Survivor,Post extinction herb,5,G7,0.593,6.2,-11.9,,,,14.6,41.7,2.8,,x,
908-2140,908-2140,Large,Herbivore,Bison,sp.,Bison,sp.,Bison,579255,TMM,Kincaid Shelter,29.37,-99.47,Cluster 5,Cluster 4,"Zone 6, Square A-G, 9-10",,,3000,,Holocene,Post-Extinction,Survivor,Post extinction herb,5,D9,0.52,6.4,-11.5,,,,15.2,43.7,2.9,,x,
908-2142,908-2142,Large,Herbivore,Bison,sp.,Bison,sp.,Bison,579255,TMM,Kincaid Shelter,29.37,-99.47,Cluster 5,Cluster 4,"Zone 6, Square A-G, 9-10",,,3000,,Holocene,Post-Extinction,Survivor,Post extinction herb,4,E2,0.542,6,-12.3,,,,14.9,42.5,2.9,,x,
908-2139,908-2139,Large,Herbivore,Bison,sp.,Bison,sp.,Bison,579255,TMM,Kincaid Shelter,29.37,-99.47,Cluster 5,Cluster 4,"Zone 6, Square A-G, 9-10",,,3000,,Holocene,Post-Extinction,Survivor,Post extinction herb,5,H2,0.519,6.5,-11.9,,,,13.8,41.4,3,,x,
908-829,908-829,Large,Herbivore,Bison,sp.,Bison,sp.,Bison,579255,TMM,Kincaid Shelter,29.37,-99.47,Cluster 5,Cluster 4,"Zone 6, Square B-C, 7-8",,,3000,,Holocene,Post-Extinction,Survivor,Post extinction herb,4,B3,0.548,5.7,-10.9,,,,14.9,42.5,2.8,,x,
908-816,908-816,Large,Herbivore,Bison,sp.,Bison,sp.,Bison,579255,TMM,Kincaid Shelter,29.37,-99.47,Cluster 5,Cluster 4,"Zone 6, Square B-C, 7-8",,,3000,,Holocene,Post-Extinction,Survivor,Post extinction herb,5,H4,0.55,5.1,-9.3,,,,15,43,2.9,,x,
908-831,908-831,Large,Herbivore,Bison,sp.,Bison,sp.,Bison,579255,TMM,Kincaid Shelter,29.37,-99.47,Cluster 5,Cluster 4,"Zone 6, Square B-C, 7-8",,,3000,,Holocene,Post-Extinction,Survivor,Post extinction herb,5,H6,0.594,5.3,-10.8,,,,15.3,44.1,2.9,,x,
908-834,908-834,Large,Herbivore,Bison,sp.,Bison,sp.,Bison,579255,TMM,Kincaid Shelter,29.37,-99.47,Cluster 5,Cluster 4,"Zone 6, Square B-C, 7-8",,,3000,,Holocene,Post-Extinction,Survivor,Post extinction herb,6,A6,0.553,5.3,-9.6,,,,14.1,42.3,3,,x,
908-832,908-832,Large,Herbivore,Bison,sp.,Bison,sp.,Bison,579255,TMM,Kincaid Shelter,29.37,-99.47,Cluster 5,Cluster 4,"Zone 6, Square B-C, 7-8",Holocene,,3000,,Holocene,Post-Extinction,Survivor,Post extinction herb,5,A8,0.57,5.7,-9.7,,,,14.7,45.4,3.1,,x,X
908-3364,908-3364,Large,Herbivore,Bison,sp.,Bison,sp.,Bison,579255,TMM,Kincaid Shelter,29.37,-99.47,Cluster 5,Cluster 4,"Zone 6, Square C-D, 8-9",,,3000,,Holocene,Post-Extinction,Survivor,Post extinction herb,5,F6,0.554,5.5,-10,,,,15.8,43.5,2.8,,x,
908-500,908-500,Large,Herbivore,Bison,sp.,Bison,sp.,Bison,579255,TMM,Kincaid Shelter,29.37,-99.47,Cluster 5,Cluster 4,"Zone 6, Square G-H, 7-8",Holocene,,3000,,Holocene,Post-Extinction,Survivor,Post extinction herb,5,C11,0.524,5.5,-9.3,,,,15.7,45.3,2.9,,x,X
908-500,908-500,Large,Herbivore,Bison,sp.,Bison,sp.,Bison,579255,TMM,Kincaid Shelter,29.37,-99.47,Cluster 5,Cluster 4,"Zone 6, Square G-H, 7-8",Holocene,,3000,,Holocene,Post-Extinction,Survivor,Post extinction herb,1,F4,0.581,5.7,-8.7,,,,15.3,45.2,3,,x,
908-4352,908-4352,Large,Herbivore,Bison,sp.,Bison,sp.,Bison,579255,TMM,Kincaid Shelter,29.37,-99.47,Cluster 5,Cluster 4,"Zone 6, Square G-H, 8-9",,,3000,,Holocene,,,,,,,,-11.6,-4.8,,2,,,0,,x,
908-565,908-565,Large,Herbivore,Bison,sp.,Bison,sp.,Bison,579255,TMM,Kincaid Shelter,29.37,-99.47,Cluster 5,Cluster 4,"Zone 6, Square G-H, 8-9",,,3000,,Holocene,Post-Extinction,Survivor,Post extinction herb,5,E2,0.542,6.6,-9.6,,,,15.3,43.8,2.9,,x,
908-571,908-571,Large,Herbivore,Bison,sp.,Bison,sp.,Bison,579255,TMM,Kincaid Shelter,29.37,-99.47,Cluster 5,Cluster 4,"Zone 6, Square G-H, 8-9",,,3000,,Holocene,Post-Extinction,Survivor,Post extinction herb,4,B11,0.59,6.3,-13,,,,15.5,45.3,2.9,,x,
MSU-7324,MSU-7324,Large,Herbivore,Bison,sp.,Bison,sp.,Bison,579255,MSU,Schulze Cave ,30.25,-99.87,Cluster 5,Cluster 4,(Level.C1),,,9680,midpoint from Koch 2004,Holocene,Post-Extinction,Survivor,Post extinction herb,,,,,-8.65,-1.85,25.9,-4.81,,,0,,Koch.2004,
41229-10809,41229-10809,Large,Herbivore,Bison,sp.,Bison,sp.,Bison,579255,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,NA,NA,,,,,,Survivor,,1,H8,0.561,9.7,-8.3,,,,16.5,45.5,2.8,,x,
41229-7198,41229-7198,Large,Herbivore,Bison,sp.,Bison,sp.,Bison,579255,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,NA,NA,,,,,,Survivor,,1,H5,0.6,11.6,-14.8,,,,6.5,19.8,3,,x,
41229-uncat,41229-uncat,Large,Herbivore,Bison,sp.,Bison,sp.,Bison,579255,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,,Pleistocene,21000,21000,,Pleistocene,Pre-Extinction,Survivor,Pre extinction herb,2,A10,0.293,7.2,-11.3,,,,15.3,42.4,2.8,,x,
43423-1,43423-1,Large,Herbivore,Bison,sp.,Bison,sp.,Bison,579255,TMM,Mustang Branch,,,,,,,,,,,,,,5,C8,0.573,5.8,-9.5,,,,14.9,42.4,2.8,,x,
1018-75,1018-75,Large,Herbivore,Bison,sp.,Bison,sp.,Bison,579255,TMM,Sitter Ranch,35,-100.5,,Cluster 3,no tag information associated with this specimen,,,,,,,,,4,C8,0.558,7.5,-8.3,,,,14,40.8,2.9,,x,
1018-72,1018-72,Large,Herbivore,Bison,sp.,Bison,sp.,Bison,579255,TMM,Sitter Ranch,35,-100.5,,Cluster 3,no tag information associated with this specimen,,,,,,,,,4,D2,0.545,6.9,-9.7,,,,14.6,43.2,3,,x,
1018-69,1018-69,Large,Herbivore,Bison,sp.,Bison,sp.,Bison,579255,TMM,Sitter Ranch,35,-100.5,,Cluster 3,no tag information associated with this specimen,,,,,,,,,4,E4,0.58,6.5,-12.3,,,,11.6,39.7,3.4,,x,
31141-95,31141-95,Large,Herbivore,Camelops,,Camelops,hesternus,Camelops,1100000,TMM,Aransas river,28.070491,-97.225472,Cluster 3,Cluster 2,Late Pleistocene,,,,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-13.2,-6.4,,-3.7,,,0,,x,
30967-290,30967-290,Large,Herbivore,Camelops,sp.,Camelops,hesternus,Camelops,1100000,TMM,Ingleside,27.87,-97.2,Cluster 3,Cluster 2,?LM,,,50000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-17.7,-10.9,29.5,-1.319,,,0,,Yann et al 2016,
30967-239,30967-239,Large,Herbivore,Camelops,sp.,Camelops,hesternus,Camelops,1100000,TMM,Ingleside,27.87,-97.2,Cluster 3,Cluster 2,?LM1,,,50000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-17.5,-10.7,31.1,0.233,,,0,,Yann et al 2016,
30967-182,30967-182,Large,Herbivore,Camelops,sp.,Camelops,hesternus,Camelops,1100000,TMM,Ingleside,27.87,-97.2,Cluster 3,Cluster 2,fragment,,,50000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-17.4,-10.6,31,0.136,,,0,,Yann et al 2016,
30967-2239,30967-2239,Large,Herbivore,Camelops,,Camelops,hesternus,Camelops,1100000,TMM,Ingleside,27.87,-97.2,Cluster 3,Cluster 2,Late Pleistocene,,,50000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-16.91,-10.11,27.17,-3.579535533,,,0,,Uark,
30967-290,30967-290,Large,Herbivore,Camelops,,Camelops,hesternus,Camelops,1100000,TMM,Ingleside,27.87,-97.2,Cluster 3,Cluster 2,Late Pleistocene,,,50000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-16.7,-9.9,,-4.1,,,0,,x,
30967-1240,30967-1240,Large,Herbivore,Camelops,,Camelops,hesternus,Camelops,1100000,TMM,Ingleside,27.87,-97.2,Cluster 3,Cluster 2,Late Pleistocene (Pit #1),,,50000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-18.18,-11.38,27.62,-3.14300681,,,0,,Uark,
30967-1595,30967-1595,Large,Herbivore,Camelops,,Camelops,hesternus,Camelops,1100000,TMM,Ingleside,27.87,-97.2,Cluster 3,Cluster 2,Late Pleistocene (Pit #1),Pleistocene,,50000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,5,B8,0.544,NA,-24.9,,,,1.7,9.4,5.4,,x,
30967-915,30967-915,Large,Herbivore,Camelops,sp.,Camelops,hesternus,Camelops,1100000,TMM,Ingleside,27.87,-97.2,Cluster 3,Cluster 2,LM2,,,50000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-18.8,-12,29.2,-1.61,,,0,,Yann et al 2016,
30967-142,30967-142,Large,Herbivore,Camelops,sp.,Camelops,hesternus,Camelops,1100000,TMM,Ingleside,27.87,-97.2,Cluster 3,Cluster 2,lm3,,,50000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-5.8,1,30.5,-0.349,,,0,,Yann et al 2016,
30967-237,30967-237,Large,Herbivore,Camelops,sp.,Camelops,hesternus,Camelops,1100000,TMM,Ingleside,27.87,-97.2,Cluster 3,Cluster 2,m1 or m2,,,50000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-16.7,-9.9,30.3,-0.543,,,0,,Yann et al 2016,
30967-77,30967-77,Large,Herbivore,Camelops,sp.,Camelops,hesternus,Camelops,1100000,TMM,Ingleside,27.87,-97.2,Cluster 3,Cluster 2,M3,,,50000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-8.8,-2,29.3,-1.513,,,0,,Yann et al 2016,
30967-236,30967-236,Large,Herbivore,Camelops,sp.,Camelops,hesternus,Camelops,1100000,TMM,Ingleside,27.87,-97.2,Cluster 3,Cluster 2,P,,,50000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-16.6,-9.8,31.3,0.427,,,0,,Yann et al 2016,
30967-240,30967-240,Large,Herbivore,Camelops,sp.,Camelops,hesternus,Camelops,1100000,TMM,Ingleside,27.87,-97.2,Cluster 3,Cluster 2,RM2,,,50000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-18.5,-11.7,30.8,-0.058,,,0,,Yann et al 2016,
30967-915,30967-915,Large,Herbivore,Camelops,,Camelops,hesternus,Camelops,1100000,TMM,Ingleside,27.87,-97.2,Cluster 3,Cluster 2,San Patricio,,,50000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-18.1,-11.3,,-4.2,,,0,,x,
30967-42,30967-42,Large,Herbivore,Camelops,,Camelops,hesternus,Camelops,1100000,TMM,Ingleside,27.87,-97.2,Cluster 3,Cluster 2,San Patricio,,,50000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-17.6,-10.8,,-3.2,,,0,,x,
30967-2237,30967-2237,Large,Herbivore,Camelops,,Camelops,hesternus,Camelops,1100000,TMM,Ingleside,27.87,-97.2,Cluster 3,Cluster 2,San Patricio,,,50000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-16.6,-9.8,,-2,,,0,,x,
30967-1599,30967-1599,Large,Herbivore,Camelops,,Camelops,hesternus,Camelops,1100000,TMM,Ingleside,27.87,-97.2,Cluster 3,Cluster 2,,Pleistocene,,50000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,5,D9,0.578,NA,-27.3,,,,0.4,23.6,53.4,,x,
1295-30,1295-30,Large,Herbivore,Camelops,,Camelops,hesternus,Camelops,1100000,TMM,Clamp Cave,31.12,-98.75,Cluster 5,Cluster 4,Pleistocene - Rancholabrean,,,13000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-9.75,-2.95,29.04,-1.765516171,,,0,,Uark,
1295-28,1295-28,Large,Herbivore,Camelops,,Camelops,hesternus,Camelops,1100000,TMM,Clamp Cave,31.12,-98.75,Cluster 5,Cluster 4,,,,13000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-14.39,-7.59,29.63,-1.193178511,,,0,,Uark,
933-1922,933-1922,Large,Herbivore,Camelops,sp.,Camelops,hesternus,Camelops,1100000,TMM,Friesenhahn Cave,29.62,-98.37,Cluster 5,Cluster 4,,,,,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-14,-7.2,,0,,,0,,x,
908-2407,908-2407,Large,Herbivore,Camelops,,Camelops,hesternus,Camelops,1100000,TMM,Kincaid Shelter,29.37,-99.47,Cluster 5,Cluster 4,"Zone 3, Square A-G, 1-2",,,13000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-15.4,-8.6,,-1.7,,,0,,x,
908-2391,908-2391,Large,Herbivore,Camelops,,Camelops,hesternus,Camelops,1100000,TMM,Kincaid Shelter,29.37,-99.47,Cluster 5,Cluster 4,"Zone 3, Square B-C, 2-3",,,13000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,5,F11,0.37,NA,-27.9,,,,bdl,22,100,,x,
908-2393,908-2393,Large,Herbivore,Camelops,,Camelops,hesternus,Camelops,1100000,TMM,Kincaid Shelter,29.37,-99.47,Cluster 5,Cluster 4,"Zone 3, Square B-C, 2-3",,,13000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,6,B10,0.14,NA,NA,,,,bdl,5.2,100,,x,
40685-814-b,40685-814-b,Large,Herbivore,Camelops,hesternus,Camelops,hesternus,Camelops,1100000,TMM,Zesch Cave,30.75,-99.25,Cluster 5,Cluster 4,Kerr,,,30000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-7.1,-0.3,,-2.5,,,0,,x,
40685-814-a,40685-814-a,Large,Herbivore,Camelops,hesternus,Camelops,hesternus,Camelops,1100000,TMM,Zesch Cave,30.75,-99.25,Cluster 5,Cluster 4,Kerr,,,30000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-6.6,0.2,,-1,,,0,,x,
40685-814,40685-814,Large,Herbivore,Camelops,hesternus,Camelops,hesternus,Camelops,1100000,TMM,Zesch Cave,30.75,-99.25,Cluster 5,Cluster 4,Pleistocene,,,30000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-6.99,-0.19,28.7,-2.095337873,,,0,,Uark,
2184B/,2184B/,Large,Herbivore,Camelops,,Camelops,hesternus,Camelops,1100000,TAM,Cameron,,,,,Pit 1,,,,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-8.5,-1.7,,-3.3,,,0,,x,
42263-1,42263-1,Large,Herbivore,Camelops,,Camelops,hesternus,Camelops,1100000,TMM,,,,,,,,,,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-6.5,0.3,,0.7,,,0,,x,
31141-62,31141-62,Large,Carnivore,Canis,dirus,Canis,dirus,Canidae,65000,TMM,Aransas river,28.070491,-97.225472,Cluster 3,Cluster 2,Site 2,,,,,Pleistocene,Pre-Extinction,Extinct,Pre extinction carn,,,,,-12.32,-5.52,29.86,-0.97006383,,,0,,Uark,
30967-172,30967-172,Large,Carnivore,Canis,dirus,Canis,dirus,Canidae,65000,TMM,Ingleside,27.87,-97.2,Cluster 3,Cluster 2,Late Pleistocene (Pit #1),,,50000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,5,F2,0.541,NA,-24.9,,,,1.4,8.4,5.8,,x,
30967-172,30967-172,Large,Carnivore,Canis,dirus,Canis,dirus,Canidae,65000,TMM,Ingleside,27.87,-97.2,Cluster 3,Cluster 2,"Rancholabrean, Pleistocene ",,,50000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,6,A7,0.525,NA,NA,,,,bdl,2.5,100,,x,
933-1907B,933-1907B,Large,Carnivore,Canis,dirus,Canis,dirus,Canidae,65000,TMM,Friesenhahn Cave,29.62,-98.37,Cluster 5,Cluster 4,NA,Pleistocene,21000,18500,From Toomey: 21ka,Pleistocene,Pre-Extinction,Extinct,Pre extinction carn,1,F10,0.1,NA,-19.5,,,,9.4,40.2,4.3,,x,
933-326,933-326,Large,Carnivore,Canis,dirus,Canis,dirus,Canidae,65000,TMM,Friesenhahn Cave,29.62,-98.37,Cluster 5,Cluster 4,,,,18500,,Pleistocene,Pre-Extinction,Extinct,Pre extinction carn,5,E3,0.577,12.7,-11.2,,,,14.1,43.8,3.1,,x,
933-2201,933-2201,Large,Carnivore,Canis,dirus,Canis,dirus,Canidae,65000,TMM,Friesenhahn Cave,29.62,-98.37,Cluster 5,Cluster 4,,,,18500,,Pleistocene,Pre-Extinction,Extinct,Pre extinction carn,4,A12,0.511,12.9,-11.3,,,,5.9,18.7,3.2,,x,
908-2354,908-2354,Large,Carnivore,Canis,dirus,Canis,dirus,Canidae,65000,TMM,Kincaid Shelter,29.37,-99.47,Cluster 5,Cluster 4,"Zone 3, Square A-B & A-G, 1-2 & 2-3",,,,,Pleistocene,Pre-Extinction,Extinct,Pre extinction carn,,,,,-11.02,-4.22,29.12,-1.687911065,,,0,,Uark,
908-2428,908-2428,Large,Carnivore,Canis,dirus,Canis,dirus,Canidae,65000,TMM,Kincaid Shelter,29.37,-99.47,Cluster 5,Cluster 4,"Zone 3, Square A-G, 1-2",,,13000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction carn,4,G10,0.344,NA,-27.8,,,,bdl,40.5,100,,x,
908-2429,908-2429,Large,Carnivore,Canis,dirus,Canis,dirus,Canidae,65000,TMM,Kincaid Shelter,29.37,-99.47,Cluster 5,Cluster 4,"Zone 3, Square A-G, 1-2",,,13000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction carn,4,D5,0.545,NA,NA,,,,bdl,3.2,100,,x,
908-2430,908-2430,Large,Carnivore,Canis,dirus,Canis,dirus,Canidae,65000,TMM,Kincaid Shelter,29.37,-99.47,Cluster 5,Cluster 4,"Zone 3, Square A-G, 1-2",,,13000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction carn,4,A6,0.537,NA,-28.1,,,,bdl,49.3,100,,x,
908-118,908-118,Large,Carnivore,Canis,dirus,Canis,dirus,Canidae,65000,TMM,Kincaid Shelter,29.37,-99.47,Cluster 5,Cluster 4,"Zone 6, Square A-B, 5-6, #909",,,3000,,Holocene,Pre-Extinction,Extinct,Pre extinction carn,5,G12,0.572,11.4,-10.8,,,,15.4,43.9,2.9,,x,
40449-175,40449-175,Large,Carnivore,Canis,dirus,Canis,dirus,Canidae,65000,TMM,Levi Shelter,30.36,-98.1,,Cluster 4,,,,10000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction carn,1,D8,0.216,7.1,-19.7,,,,6.9,22.6,3.3,,x,
43133-1426,43133-1426,Large,Carnivore,Canis,latrans,Canis,familiaris/latrans,Canidae,13406,TMM,Bering Sinkhole,29.76,-98.77,Cluster 5,Cluster 4,,,,4950,,Holocene,Post-Extinction,Survivor,Post extinction carn,1,E10,0.256,9.2,-11.6,,,,15.5,42.5,2.7,,x,
43133-1413,43133-1413,Large,Carnivore,Canis,latrans,Canis,familiaris/latrans,Canidae,13406,TMM,Bering Sinkhole,29.76,-98.77,Cluster 5,Cluster 4,,,,4950,,Holocene,Post-Extinction,Survivor,Post extinction carn,1,C2,0.559,7.2,-17.7,,,,15,43.3,2.9,,x,
