Taxa	Tooth ID	Strata	Element	Lower Age Range (ybp)	Upper Age Range (ybp)	Mean Age (ybp)	Take 1 (mm)	 Take 2 (mm)	 Take 3 (mm)	Tooth Mean	Tooth Stdev	> 5% deviation	Estimated Mass (g)	Standardized Mass (g)	D13C	 D15N 	%C	%N	C:N	Corrected D13C	use isotopes	Groups by ecography paper	groups by 19 levels	Notes	Strata d13C av	Strata d15N av		
Sigmodon hispidus	41229-748	150-155	LM1-LEFT	10680	11010	10845	2.64		2.74	2.69	0.07	2.82	108.0	108.0	-19.6	4.6	40.7	14.2	2.9	-21.1	y	7	17					
Lepus californicus	41229-7635	150-155		10680	11010	10845									-18.9	5.8	43.0	15.4	2.8		y	7						
Sigmodon hispidus	41229-14506	150-155	LM1-RIGHT	10680	11010	10845	2.32	2.34	2.29	2.32	0.03		65.9	65.9	-18.2	6.9	41.6	14.1	3.0	-19.7	y	7	17					
Sigmodon hispidus	41229-14516	150-155		10680	11010	10845									-16.1	7.4	32.7	10.9	3.0	-17.6	y	7	17					
Sigmodon hispidus	41229-14505	150-155	LM1-LEFT	10680	11010	10845		2.74	2.78	2.76	0.03	2.62	117.6	117.6	-13.5	7.1	38.8	13.0	3.0	-15.0	y	7	17					
Sigmodon hispidus	41229-14504	150-155	LM1-LEFT	10680	11010	10845	2.69		2.67	2.68	0.01	2.56	106.7	106.7	-11.9	8.5	30.5	10.2	3.0	-13.4	y	7	17					
Sigmodon hispidus	41229-749	150-155	LM1-RIGHT	10680	11010	10845	2.61	2.51		2.56	0.07	2.4	91.7	91.7	-11.1	9.3	38.8	13.1	3.0	-12.6	y	7	17					
Sigmodon hispidus	41229-14517	150-155	UM1-RIGHT	10680	11010	10845		2.52	2.53	2.53	0.01	2.61	87.6	97.7	-9.8	7.6	43.6	14.7	3.0	-11.3	y	7	17					
Sigmodon hispidus	41229-14518	150-155	LM1-RIGHT	10680	11010	10845	2.28	2.33		2.31	0.04	2.42	64.8	64.8								7	17					
Onychomys leucogaster	41229-7489	150-155	no m1	10680	11010	10845																7						
Onychomys leucogaster	41229-7490	150-155	no m1	10680	11010	10845																7						
Onychomys leucogaster	41229-7491	150-155	no m1	10680	11010	10845																7						
Onychomys leucogaster	41229-7568	150-155	no m1	10680	11010	10845																7						
Onychomys leucogaster	41229-7569	150-155	no m1	10680	11010	10845																7						
Onychomys leucogaster	41229-7570	150-155	no m1	10680	11010	10845																7						
Onychomys leucogaster	41229-7571	150-155	no m1	10680	11010	10845																7						
Onychomys leucogaster	41229-7572	150-155	no m1	10680	11010	10845																7						
Lepus californicus	41229-7636	150-155		10680	11010	10845																7						
Onychomys leucogaster	41229-11942	150-165	no m1	10680	11668	11174																7						
Onychomys leucogaster	41229-314	150-165	LM1-RIGHT	10680	11668	11174						1.853	31.6434477									7						
Sigmodon hispidus	41229-14617	155-160	LM1-RIGHT	11010	11339	11175	2.54	2.59	2.57	2.57	0.03		92.5	92.5	-21.1	6.8	42.9	14.8	2.9	-22.6	y	7	18					
Onychomys leucogaster	41229-4527	155-160	UM1-RIGHT	11010	11339	11175						1.894	34.03787811		-18.4	8.6	23.7	7.5	3.2		y	7						
Onychomys leucogaster	41229-4512	155-160	LM1-RIGHT	11010	11339	11175						1.692	23.37294401		-17.6	8.9	34.3	12.2	2.8		y	7						
Onychomys leucogaster	41229-4520	155-160	no m1	11010	11339	11175									-17.5	8.3	16.2	5.8	2.8		y	7						
Onychomys leucogaster	41229-4526	155-160	LM1-LEFT	11010	11339	11175						1.971	38.87277476		-17.2	8.4	18.1	6.1	3.0		y	7						
Onychomys leucogaster	41229-4519	155-160	no m1	11010	11339	11175									-16.8	10.8	21.2	7.5	2.8		y	7						
Onychomys leucogaster	41229-4524	155-160	no m1	11010	11339	11175									-16.7	10.8	23.4	7.7	3.0		y	7						
Onychomys leucogaster	41229-4515	155-160	LM1-RIGHT	11010	11339	11175						1.726	24.97537288		-13.7	9.1	30.3	10.7	2.8		y	7						
Sigmodon hispidus	41229-14618	155-160	UM1-LEFT	11010	11339	11175	2.17	2.07	2.12	2.12	0.05		49.1	54.8								7	18					
Onychomys leucogaster	41229-4513	155-160	LM1-RIGHT	11010	11339	11175						1.759	26.60272139									7						
Onychomys leucogaster	41229-4514	155-160	LM1-RIGHT - broken	11010	11339	11175						1.349	10.98461529									7						
Onychomys leucogaster	41229-4516	155-160	no m1	11010	11339	11175																7						
Onychomys leucogaster	41229-4517	155-160	no m1	11010	11339	11175																7						
Onychomys leucogaster	41229-4518	155-160	no m1	11010	11339	11175																7						
Onychomys leucogaster	41229-4521	155-160	no m1	11010	11339	11175																7						
Onychomys leucogaster	41229-4522	155-160	no m1	11010	11339	11175																7						
Onychomys leucogaster	41229-4523	155-160	LM1-LEFT	11010	11339	11175						1.886	33.56104466									7						
Onychomys leucogaster	41229-4525	155-160	LM1-LEFT	11010	11339	11175						1.957	37.96009102				13.5	3.8	3.6			7						
Lepus californicus	41229-4570	155-160		11010	11339	11175																7						
Onychomys leucogaster	41229-10614	160-165	LM1-RIGHT	11339	11668	11504						1.751	26.20159613		-18.0	12.5	41.2	14.1	2.9		y	7						
Onychomys leucogaster	41229-10613	160-165	LM1-RIGHT	11339	11668	11504						2.345	69.36511848									7						
Lepus californicus	41229-1266	160-165		11339	11668	11504																7						
Lepus californicus	41229-827	165-170		11668	11998	11833																7						
Lepus californicus	41229-1023	165-170		11668	11998	11833																7						
Onychomys leucogaster	41229-15053	165-180	LM1-RIGHT	11668	12656	12162						1.770	27.16126045		-19.4	10.0	20.2	6.7	3.0		y	8						
Onychomys leucogaster	41229-15050	165-180	LM1-RIGHT	11668	12656	12162						1.797	28.56694274		-18.9	9.5	38.8	13.2	2.9		y	8						
Onychomys leucogaster	41229-364	165-180	LM1-LEFT	11668	12656	12162						1.861	32.10108302		-17.9	9.8	40.7	13.9	2.9		y	8						
Sigmodon hispidus	41229-357	165-180	LM1-RIGHT	11668	12656	12162	2.48		2.48	2.48	0	2.5	82.5	82.5	-17.2	7.7	40.5	14.0	2.9	-18.4	y	8	18					
Onychomys leucogaster	41229-15052	165-180	LM1-LEFT	11668	12656	12162						1.714	24.4013064		-17.1	9.8	41.3	14.2	2.9		y	8						
Sigmodon hispidus	41229-14537	165-180	UM1-LEFT	11668	12656	12162	2.33	2.4	2.37	2.37	0.04		70.7	78.9	-13.9	6.1	42.5	14.8	2.9	-15.1	y	8	18					
Sigmodon hispidus	41229-359	165-180	UM1-RIGHT	11668	12656	12162	2.69	2.67		2.68	0.01	2.59	106.7	119.0	-13.1	7.2	41.1	14.2	2.9	-14.3	y	8	18					
Sigmodon hispidus	41229-358	165-180	LM1-RIGHT	11668	12656	12162	2.41	2.39		2.40	0.01	2.5	74.0	74.0	-12.7	8.3	39.7	13.6	2.9	-13.9	y	8	18					
Sigmodon hispidus	41229-14536	165-180	UM1-RIGHT	11668	12656	12162	2.24	2.24		2.24	0	2.15	58.9	65.7	-11.9	6.3	43.2	14.6	3.0	-13.1	y	8	18					
Sigmodon hispidus	41229-14538	165-180	UM1-LEFT	11668	12656	12162	2.22	2.18	2.26	2.22	0.04		57.2	63.8	-10.6	8.0	15.5	5.1	3.0	-11.8	y	8	18					
Sigmodon hispidus	41229-14535	165-180	UM1-LEFT	11668	12656	12162	2.58	2.57		2.58	0.01		93.5	104.3	-9.9	7.1	28.4	9.5	3.0	-11.1	y	8	18					
Onychomys leucogaster	41229-15051	165-180	LM1-RIGHT	11668	12656	12162						1.798	28.6199619									8						
Onychomys leucogaster	41229-365	165-180	LM1-RIGHT	11668	12656	12162						1.877	33.03021829									8						
Sigmodon hispidus	41229-14880	165-220	LM1-RIGHT	11668	15095	13382		2.21	2.23	2.22	0.01	2.14	57.2	57.2	-18.2	6.4	36.0	12.8	2.8	-19.4	y	9						
Sigmodon hispidus	41229-14877	165-220	UM1-LEFT	11668	15095	13382	2.64		2.63	2.64	0.01	2.54	100.9	112.6	-16.4	6.0	43.8	15.2	2.9	-17.6	y	9						
Sigmodon hispidus	41229-14881	165-220	LM1-LEFT	11668	15095	13382	2.43	2.41		2.42	0.01		76.1	76.1	-16.0	5.8	39.4	13.7	2.9	-17.2	y	9						
Sigmodon hispidus	41229-14885	165-220		11668	15330	13499									-15.0	6.5	41.8	14.7	2.8	-16.2	y	9						
Sigmodon hispidus	41229-14884	165-220		11668	15330	13499									-11.4	5.8	42.4	15.3	2.8	-12.6	y	9						
Sigmodon hispidus	41229-14883	165-220	UM1-RIGHT	11668	15095	13382	2.33	2.35		2.34	0.01	2.17	68.1	76.0	-11.4	6.9	44.8	15.5	2.9	-12.6	y	9						
Sigmodon hispidus	41229-14882	165-220	LM1-RIGHT	11668	15095	13382		2.24	2.22	2.23	0.01	2.4	58.1	58.1	-11.2	8.2	42.0	14.8	2.8	-12.4	y	9						
Sigmodon hispidus	41229-14879	165-220	UM1-RIGHT	11668	15095	13382	2.4	2.47		2.44	0.05	2.3	77.7	86.7	-10.9	5.8	43.7	15.9	2.8	-12.1	y	9						
Sigmodon hispidus	41229-14878	165-220	LM1-LEFT	11668	15095	13382	2.41		2.44	2.43	0.02	2.36	76.6	76.6	-10.1	6.4	41.2	14.9	2.8	-11.3	y	9						
Lepus californicus	41229-986	170-175		11998	12327	12163									-14.9	7.5	29.8	10.3	2.9		y	9						
Onychomys leucogaster	41229-10668	170-175	UM1-LEFT	11998	12327	12163						2.078	46.36258246									9						
Lepus californicus	41229-987	170-175		11998	12327	12163																9						
Lepus californicus	41229-988	170-175		11998	12327	12163																9						
Lepus californicus	41229-1165	170-175		11998	12327	12163																9						
Sigmodon hispidus	41229-2572	170-220	UM1-RIGHT	11998	15330	13664		2.3	2.25	2.28	0.04	2.17	62.0	69.2	-17.4	5.8	39.0	13.5	2.9	-18.6	y	9						
Sigmodon hispidus	41229-14887	170-220	UM1-RIGHT	11998	15330	13664		2.14	2.16	2.15	0.01	2.32	51.4	57.3	-13.7	6.6	41.3	14.0	3.0	-14.9	y	9						
Sigmodon hispidus	41229-2570	170-220	UM1-LEFT	11998	15330	13664	2.36	2.33		2.35	0.02	2.23	68.6	76.5	-13.3	7.2	40.4	14.3	2.8	-14.5	y	9						
Sigmodon hispidus	41229-6727	170-220		11998	15330	13664									-12.6	9.3	40.2	13.9	2.9	-13.8	y	9						
Sigmodon hispidus	41229-14886	170-220		11998	15330	13664									-12.2	7.0	41.3	14.1	2.9	-13.4	y	9						
Sigmodon hispidus	41229-2571	170-220	UM1-RIGHT	11998	15330	13664	2.5	2.42		2.46	0.06		80.4	89.7	-11.6	7.3	42.3	15.0	2.8	-12.8	y	9						
Lepus californicus	41229-5191	180-185		12656	12986	12821																9						
Sigmodon hispidus	41229-416	180-195		12656	14152	13404									-16.4	6.5	40.9	14.2	2.9	-17.6	y	9	19		-15.6	7.4		
Sigmodon hispidus	41229-417	180-195		12656	14152	13404									-14.7	8.3	41.0	14.2	2.9	-15.9	y	9	19					
Sigmodon hispidus	41229-14888	180-220	UM1-LEFT	12656	15095	13876	2.4	2.49		2.45	0.06	2.6	78.7	87.8	-21.9	7.1	46.3	15.8	2.9	-23.1	y	9						
Sigmodon hispidus	41229-10575	185-190	UM1-LEFT	12986	13916	13451	2.33	2.29		2.31	0.03		65.2	72.7								9	19		-15.2	6.7		
Sigmodon hispidus	41229-5849	190-195	UM1-LEFT	13916	14152	14034	2.17	2.22		2.20	0.04		55.1	61.5	-16.1	6.5	40.7	14.0	2.9	-17.3	y	9	19					
Onychomys leucogaster	41229-10607	190-195	no m1	13916	14152	14034																9						
Onychomys leucogaster	41229-10685	190-195	no m1	13916	14152	14034																9						
Onychomys leucogaster	41229-3525	190-195	LM1-LEFT	13916	14152	14034						1.798	28.6199619				9.0	1.5	6.2			9						
Onychomys leucogaster	41229-3740	190-195	no m1	13916	14152	14034																9						
Lepus californicus	41229-1117	190-195		13916	14152	14034																9						
Sigmodon hispidus	41229-14889	190-220		13916	15095	14506									-20.3	5.9	41.9	14.5	2.9	-21.5	y	9	19					
Sigmodon hispidus	41229-14507	190-220	UM1-RIGHT	10351	10680	10516	2.28	2.19		2.24	0.06		58.5	65.2	-19.4	4.4	37.6	13.0	2.9	-20.9	y	9	19					
Sigmodon hispidus	41229-14500	190-220	LM1-LEFT	13916	15095	14506	2.67	2.65		2.66	0.01	2.75	104.1	104.1	-15.7	7.2	31.9	11.0	2.9	-16.9	y	9	19					
Sigmodon hispidus	41229-14503	190-220	UM1-RIGHT	13916	15095	14506	2.41		2.45	2.43	0.03	2.58	77.2	86.1	-14.7	5.2	32.7	11.2	2.9	-15.9	y	9	19					
Sigmodon hispidus	41229-14502	190-220		13916	15095	14506									-13.8	7.0	41.8	15.0	2.8	-15.0	y	9	19					
Sigmodon hispidus	41229-14890	190-220	LM1-LEFT	13916	15095	14506	2.7	2.72		2.71	0.01	2.62	110.7	110.7	-12.6	7.8	44.3	15.7	2.8	-13.8	y	9	19					
Sigmodon hispidus	41229-14501	190-220	UM1-LEFT	13916	15095	14506	2.36	2.4	2.33	2.36	0.04		70.4	78.5	-10.1	7.4	41.3	14.6	2.8	-11.3	y	9	19					
Sigmodon hispidus	41229-14514	190-220	UM1-LEFT	13916	15095	14506	2.26	2.24		2.25	0.01	2.35	59.8	66.7								9	19		-15.0	6.7		
Sigmodon hispidus	41229-14515	190-220	LM1-LEFT	13916	15095	14506		2.53	2.59	2.56	0.04	2.72	91.7	91.7								9	19					
Onychomys leucogaster	41229-5228	195-200	no m1	14152	14387	14270									-22.2		17.1	4.8	3.6		n	9						
Lepus californicus	41229-2846	195-200		14152	14387	14270									-18.5	6.6	44.3	14.9	3.0		y	9						
Sigmodon hispidus	41229-5196	195-200	UM1-RIGHT	14152	14387	14270	2.28	2.21		2.25	0.05	2.15	59.4	66.3	-18.3	6.2	39.3	13.9	2.8	-19.5	y	9	19					
Sigmodon hispidus	41229-2836	195-200	LM1-LEFT	14152	14387	14270	2.59	2.51		2.55	0.06		90.5	90.5	-14.5	7.2	40.8	14.4	2.8	-15.7	y	9	19					
Sigmodon hispidus	41229-1768	195-200	LM1-LEFT	14152	14387	14270	2.71	2.61		2.66	0.07		104.1	104.1	-12.9	7.4	36.1	12.5	2.9	-14.1	y	9	19					
Sigmodon hispidus	41229-11083	195-200	UM1-RIGHT	14152	14387	14270	2.53		2.52	2.53	0.01	2.65	87.6	97.7	-12.7	7.1	41.8	14.6	2.9	-13.9	y	9	19					
Onychomys leucogaster	41229-2958	195-200	LM1-RIGHT	14152	14387	14270						1.828	30.24277714									9						
Onychomys leucogaster	41229-2960	195-200	no m1	14152	14387	14270																9						
Onychomys leucogaster	41229-5229	195-200	LM1-LEFT	14152	14387	14270						2.021	42.2578645									9						
Lepus californicus	41229-2980	195-200		14152	14387	14270																9						
Lepus californicus	41229-5222	195-200		14152	14387	14270																9						
Lepus californicus	41229-2529	200-205		14387	14623	14505									-18.5	6.4	40.8	14.1	2.9		y	9						
Sigmodon hispidus	41229-4764	200-205	LM1-RIGHT	14387	14623	14505	2.5		2.54	2.52	0.03	2.36	87.0	87.0								9	19					
Lepus californicus	41229-1100	200-205		14387	14623	14505																9						
Onychomys leucogaster	41229-11189	205-210	no m1	14623	14859	14741																9						
Onychomys leucogaster	41229-11218	205-210	no m1	14623	14859	14741																9						
Onychomys leucogaster	41229-11937	210-215	LM1-RIGHT	14859	15095	14977						2.075	46.13986867		-29.1		31.7	0.9	37.1		n	9						
Onychomys leucogaster	41229-11938	210-215	LM1-LEFT	14859	15095	14977						1.877	33.03021829				5.7	bdl				9						
Onychomys leucogaster	41229-15046	210-215	UM1-LEFT	14859	15095	14977						2.192	55.39576647									9						
Onychomys leucogaster	41229-15047	210-215	UM1-LEFT	14859	15095	14977						1.854	31.70040076									9						
Onychomys leucogaster	41229-15048	210-215	UM1-RIGHT	14859	15095	14977						1.987	39.93452419									9						
Onychomys leucogaster	41229-15049	210-215	UM1-LEFT	14859	15095	14977						1.921	35.68220881									9						
Onychomys leucogaster	41229-3567	210-215	LM1-RIGHT	14859	15095	14977						1.798	28.6199619									9						
Onychomys leucogaster	41229-5113	210-215	LM1-LEFT	14859	15095	14977						1.862	32.15861123									9						
Onychomys leucogaster	41229-10872	220-225	no m1	15330	15566	15448																9						
Sigmodon hispidus	41229-14892	220-230		15330	15802	15566									-17.3	5.0	35.6	12.7	2.8	-18.5	y	9	19					
Sigmodon hispidus	41229-14891	220-230		15330	15802	15566									-17.1	4.8	35.8	12.6	2.8	-18.3	y	9	19		-17.2	4.9		
Onychomys leucogaster	41229-11939	225-230	LM1-RIGHT	15566	15802	15684						2.022	42.3275957									10						
Onychomys leucogaster	41229-11940	225-230	LM1-RIGHT	15566	15802	15684						1.822	29.91319136									10						
Onychomys leucogaster	41229-2864	225-230	LM1-RIGHT	15566	15802	15684						1.974	39.07032903									10						
Lepus californicus	41229-3436	230-235		15802	16038	15920									-17.6	5.5	41.3	14.5	2.9		y	9						
Lepus californicus	41229-3435	230-235		15802	16038	15920																10						
Onychomys leucogaster	41229-11936	235-240	LM1-RIGHT	16038	16273	16156						2.317	66.64283961									10						
Onychomys leucogaster	41229-10632	250-255	UM1-LEFT	16745	16980	16863						2.064	45.32965668									10						
Onychomys leucogaster	41229-11270	260-265	UM1-LEFT	17216	17452	17334						2.176	54.05951026									10						
Onychomys leucogaster	41229-11291	325-330	no m1	20281	20517	20399																						
																												
																												
